amfi_code,fund_house,scheme_name,category,sub_category,plan,launch_date,benchmark,expense_ratio_pct,exit_load_pct,min_sip_amount,min_lumpsum_amount,fund_manager,risk_category,sebi_category_code,cagr_3y,sharpe_ratio,alpha,beta,max_drawdown,cagr_score,sharpe_score,alpha_score,expense_score,drawdown_score,fund_score,rank
119094,Axis Mutual Fund,Axis Midcap Fund - Regular - Growth,Equity,Mid Cap,Regular,2011-02-18,NIFTY Midcap 50 TRI,1.38,1.0,500,1000,Jinesh Gopani,High,EC02,0.351025278890354,1.008625789131447,0.2607666908004223,-0.0662654286280375,-0.2096088386203919,100.0,74.35897435897436,79.48717948717949,56.41025641025641,30.76923076923077,76.02564102564104,6
119095,Axis Mutual Fund,Axis Small Cap Fund - Regular - Growth,Equity,Small Cap,Regular,2013-11-29,BSE 250 SmallCap TRI,1.38,1.0,500,1000,Anupam Tiwari,Very High,EC03,-0.1170329932983421,-0.0679256784693741,0.0480159536377595,-0.066951174639292,-0.5167775370852656,0.0,15.384615384615383,7.6923076923076925,56.41025641025641,2.564102564102564,14.102564102564102,38
101206,Aditya Birla Sun Life MF,ABSL Frontline Equity Fund - Regular - Growth,Equity,Large Cap,Regular,2002-08-30,NIFTY 100 TRI,1.6,1.0,500,1000,Mahesh Patil,Moderate,EC01,0.2896021109659372,1.0410608155745142,0.2139978477605121,0.021086316250128,-0.1129159632932307,79.48717948717949,79.48717948717949,71.7948717948718,7.6923076923076925,79.48717948717949,67.17948717948718,9
101207,Aditya Birla Sun Life MF,ABSL Small Cap Fund - Regular - Growth,Equity,Small Cap,Regular,2007-05-31,BSE 250 SmallCap TRI,1.53,1.0,500,1000,Mircea Ciobanu,Very High,EC03,-0.0415145381614069,0.1704806951883158,0.1089709190170453,-0.0652892478835152,-0.3544691649336603,2.564102564102564,28.205128205128204,33.33333333333333,28.205128205128204,5.128205128205128,19.230769230769223,37
101208,Aditya Birla Sun Life MF,ABSL Liquid Fund - Regular - Growth,Debt,Liquid,Regular,2000-04-17,CRISIL Liquid Fund AI Index,0.79,0.0,500,5000,Maneesh Dangi,Low,DC01,0.0631429929210527,-0.4172293824615271,0.0608614579578711,0.0002667096833823,-0.0016224980244717,23.07692307692308,2.564102564102564,17.94871794871795,74.35897435897436,94.87179487179486,31.7948717948718,32
102885,UTI Mutual Fund,UTI Nifty 50 Index Fund - Regular - Growth,Equity,Index,Regular,2000-03-06,NIFTY 50 TRI,1.57,0.0,500,1000,Sharwan Kumar Goyal,Moderate,EI01,0.1966236124591096,0.8328147683762687,0.1704875680341269,-0.0194867856894745,-0.1085986215250232,56.41025641025641,58.97435897435898,53.84615384615385,15.384615384615383,84.61538461538461,53.20512820512821,18
102886,UTI Mutual Fund,UTI Mid Cap Fund - Regular - Growth,Equity,Mid Cap,Regular,2004-04-07,NIFTY Midcap 150 TRI,1.51,1.0,500,1000,V Srivatsa,High,EC02,-0.0076723194402581,-0.1947073805832031,0.0289693978663794,-0.0421250290218943,-0.2800112356639287,7.6923076923076925,7.6923076923076925,0.0,38.46153846153847,12.82051282051282,11.28205128205128,40
102887,UTI Mutual Fund,UTI Flexi Cap Fund - Regular - Growth,Equity,Flexi Cap,Regular,2005-05-18,NIFTY 500 TRI,1.64,1.0,500,1000,Ajay Tyagi,Moderately High,EC04,0.2554967017250202,0.632319243278044,0.1621125679403325,0.0166826894377708,-0.2153982711238322,69.23076923076923,43.58974358974359,48.71794871794872,0.0,25.64102564102564,43.97435897435897,24
148567,Mirae Asset MF,Mirae Asset Large Cap Fund - Regular - Growth,Equity,Large Cap,Regular,2008-04-04,NIFTY 100 TRI,1.46,1.0,500,1000,Gaurav Misra,Moderate,EC01,0.339919704004453,1.4625040290030795,0.2698375144191807,0.0236835580758486,-0.1126572907502827,97.43589743589745,100.0,84.61538461538461,43.58974358974359,82.05128205128204,85.89743589743588,1
148568,Mirae Asset MF,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Equity,Large & Mid Cap,Regular,2010-07-09,NIFTY Large Midcap 250 TRI,1.52,1.0,500,1000,Neelesh Surana,Moderately High,EC04,0.1474443483276053,0.9393621577599311,0.2087301008694233,-0.026387719943843,-0.1527259422823477,41.02564102564102,64.1025641025641,66.66666666666666,33.33333333333333,53.84615384615385,52.05128205128205,19
148569,Mirae Asset MF,Mirae Asset Tax Saver Fund - Regular - Growth,Equity,ELSS,Regular,2015-12-28,NIFTY 500 TRI,1.6,1.0,500,1000,Neelesh Surana,High,EC05,0.2917135767741186,1.2463441409620544,0.2827036785246582,0.0181338840838592,-0.1639674294693263,82.05128205128204,94.87179487179486,92.3076923076923,7.6923076923076925,48.71794871794872,72.82051282051283,8
149322,DSP Mutual Fund,DSP Top 100 Equity Fund - Regular - Growth,Equity,Large Cap,Regular,2003-03-10,NIFTY 100 TRI,1.54,1.0,500,1000,Apoorva Shah,Moderate,EC01,0.1803973982038829,0.4780917280523983,0.1317319022609943,-0.0040502711300065,-0.1484457691777174,48.71794871794872,38.46153846153847,41.02564102564102,23.07692307692308,61.53846153846154,42.05128205128205,26
149323,DSP Mutual Fund,DSP Midcap Fund - Regular - Growth,Equity,Mid Cap,Regular,2006-11-16,NIFTY Midcap 150 TRI,1.61,1.0,500,1000,Vinit Sambre,High,EC02,0.2686310366881714,1.1434895599140866,0.2659857754204304,-0.0025230046646992,-0.1724810575345138,74.35897435897436,87.17948717948718,82.05128205128204,5.128205128205128,46.15384615384615,65.8974358974359,11
149324,DSP Mutual Fund,DSP Small Cap Fund - Regular - Growth,Equity,Small Cap,Regular,2007-06-14,BSE 250 SmallCap TRI,1.52,1.0,500,1000,Vinit Sambre,Very High,EC03,0.2699350260734621,0.9579170598994392,0.3005787817097677,0.0114551599605207,-0.3117190030063421,76.92307692307693,69.23076923076923,97.43589743589745,33.33333333333333,7.6923076923076925,65.64102564102565,12
