amfi_code,scheme_name,fund_house,category,expense_ratio_pct,cagr_3y,sharpe_ratio,alpha,beta,max_drawdown,cagr_score,sharpe_score,alpha_score,expense_score,drawdown_score,fund_score,rank
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,1.51,0.22646647456747715,1.0959175992660923,0.21829397904608644,-0.008353832126962021,-0.17414075086657232,66.66666666666666,82.05128205128204,74.35897435897436,38.46153846153847,43.58974358974359,65.51282051282053,13
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,0.66,0.16263375081360643,0.9677516848309506,0.1986859936686296,-0.026159307513513405,-0.11803493502764295,43.58974358974359,71.7948717948718,64.1025641025641,92.3076923076923,74.35897435897436,65.12820512820512,14
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,0.92,0.18429918008610047,0.7895427197023165,0.17729754927531766,0.04882040425957739,-0.15200013055606398,53.84615384615385,53.84615384615385,61.53846153846154,66.66666666666666,56.41025641025641,57.56410256410256,15
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,0.89,0.2000321571698329,0.6803950621402518,0.1513635464823924,-0.001433521389780133,-0.1165062450540909,58.97435897435898,51.28205128205128,43.58974358974359,69.23076923076923,76.92307692307693,57.30769230769231,16
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,0.72,0.21084691029380598,0.6596198173038668,0.15643835948169668,-0.03663900671860934,-0.18629743138595511,64.1025641025641,46.15384615384615,46.15384615384615,87.17948717948718,35.8974358974359,56.66666666666667,17
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,1.57,0.19662361245910964,0.8328147683762687,0.17048756803412696,-0.019486785689474526,-0.1085986215250232,56.41025641025641,58.97435897435898,53.84615384615385,15.384615384615385,84.61538461538461,53.205128205128204,18
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,1.52,0.14744434832760533,0.9393621577599311,0.20873010086942337,-0.026387719943843004,-0.1527259422823477,41.02564102564102,64.1025641025641,66.66666666666666,33.33333333333333,53.84615384615385,52.05128205128205,19
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,1.42,0.13974980348212673,0.812502301948814,0.17703302365844073,-0.0402689523698206,-0.13897862823061635,38.46153846153847,56.41025641025641,58.97435897435898,51.28205128205128,66.66666666666666,51.794871794871796,20
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,0.74,0.07392538786263403,0.9041623305389642,0.06746210411099539,-0.0004440926329707234,-0.0009773140045925555,28.205128205128204,61.53846153846154,23.076923076923077,84.61538461538461,100.0,51.15384615384615,21
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,1.41,0.18417429266835228,0.6621241011051735,0.1625385327998104,0.04189646272811977,-0.1982565826298267,51.28205128205128,48.717948717948715,51.28205128205128,53.84615384615385,33.33333333333333,49.23076923076923,22
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,0.75,0.20811559826631898,0.14404122210428394,0.08232801295222093,0.02588321244009315,-0.21751396370148224,61.53846153846154,25.64102564102564,30.76923076923077,82.05128205128204,23.076923076923077,45.641025641025635,23
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,1.64,0.25549670172502026,0.632319243278044,0.16211256794033255,0.016682689437770827,-0.21539827112383225,69.23076923076923,43.58974358974359,48.717948717948715,0.0,25.64102564102564,43.97435897435897,24
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,0.6,0.06694394239074852,0.30425182333434503,0.06455677495375998,-0.00040074423947840013,-0.0011629327956168556,25.64102564102564,30.76923076923077,20.51282051282051,94.87179487179486,97.43589743589743,43.46153846153846,25
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,1.54,0.1803973982038829,0.4780917280523983,0.13173190226099432,-0.004050271130006534,-0.14844576917771746,48.717948717948715,38.46153846153847,41.02564102564102,23.076923076923077,61.53846153846154,42.051282051282044,26
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,0.78,0.11242518737374207,0.31160409740522227,0.11989100971217971,0.009054412621739154,-0.21117279560132118,35.8974358974359,33.33333333333333,35.8974358974359,76.92307692307693,28.205128205128204,40.641025641025635,27
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,1.59,0.1726301444443794,0.5092559163430058,0.13042924450705445,0.036356399022199795,-0.1757361416468729,46.15384615384615,41.02564102564102,38.46153846153847,12.82051282051282,41.02564102564102,37.82051282051282,28
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,1.53,0.080060298597036,0.4564261243061777,0.1750072167561127,0.1034966369133759,-0.2334488614483311,33.33333333333333,35.8974358974359,56.41025641025641,28.205128205128204,20.51282051282051,36.53846153846154,29
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,0.77,0.05838988442093762,-0.17572336328229415,0.05620895216638369,-0.006413850728276477,-0.04328728923970093,20.51282051282051,12.82051282051282,15.384615384615385,79.48717948717949,89.74358974358975,33.333333333333336,30
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,0.55,0.04061259859840338,-0.30601321923949243,0.05074772999976104,0.0012566742731558458,-0.08316361763638702,17.94871794871795,5.128205128205128,12.82051282051282,100.0,87.17948717948718,32.94871794871795,31
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,0.79,0.06314299292105274,-0.41722938246152713,0.060861457957871144,0.00026670968338238433,-0.0016224980244717857,23.076923076923077,2.564102564102564,17.94871794871795,74.35897435897436,94.87179487179486,31.794871794871796,32
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,0.56,0.03915479354684703,-0.5154378235861931,0.042817920315060876,0.0011582183155281463,-0.04308263824636349,15.384615384615385,0.0,5.128205128205128,97.43589743589743,92.3076923076923,29.48717948717949,33
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,1.56,0.0775416750547262,0.08727318479040215,0.0780443887615508,0.01805687420811816,-0.24003511326274884,30.76923076923077,23.076923076923077,28.205128205128204,17.94871794871795,17.94871794871795,25.12820512820513,34
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,0.72,-0.01337083602283895,-0.04910116945430198,0.048824215945539845,0.06200180438267168,-0.5257422117012851,5.128205128205128,17.94871794871795,10.256410256410255,87.17948717948718,0.0,21.153846153846153,35
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,1.64,0.005257668501786883,0.04524532299034368,0.0689952982167755,0.009730745001153637,-0.1440161790933726,10.256410256410255,20.51282051282051,25.64102564102564,0.0,64.1025641025641,19.743589743589745,36
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,1.53,-0.04151453816140693,0.17048069518831582,0.10897091901704538,-0.06528924788351524,-0.3544691649336603,2.564102564102564,28.205128205128204,33.33333333333333,28.205128205128204,5.128205128205128,19.230769230769226,37
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,1.38,-0.11703299329834216,-0.0679256784693741,0.048015953637759554,-0.066951174639292,-0.5167775370852656,0.0,15.384615384615385,7.6923076923076925,56.41025641025641,2.564102564102564,14.102564102564102,38
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,1.55,0.012923525892154508,-0.18765046878624003,0.03747580763443281,-0.0582684314388089,-0.24734440880673303,12.82051282051282,10.256410256410255,2.564102564102564,20.51282051282051,15.384615384615385,11.538461538461538,39
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,1.51,-0.007672319440258146,-0.1947073805832031,0.028969397866379445,-0.04212502902189432,-0.2800112356639287,7.6923076923076925,7.6923076923076925,0.0,38.46153846153847,12.82051282051282,11.282051282051281,40
